match_id,played_on,p_a,actual_a,log_loss,brier,correct,team_a_mu_avg,team_a_sigma_avg,team_b_mu_avg,team_b_sigma_avg
10771,2025-07-02,0.25580210052281915,0,0.2954482855982142,0.06543471463188648,1,20.82958695192705,7.105299369257546,25.94846732007704,7.326476289538306
10772,2025-07-02,0.4116758881479744,0,0.530477272311592,0.16947703688242352,1,33.5418293639876,7.336229506765957,35.24930384374051,6.767614778608616
10773,2025-07-02,0.49381463766586475,0,0.6808523480530687,0.24385289637306928,1,27.42061341446881,7.498466750788017,27.541762773323406,6.962282105841025
10774,2025-07-02,0.8417584062063818,0,1.8436323391563199,0.708557214419108,0,27.611753282441725,7.370847909912964,19.547160875121676,7.600778312413911
10775,2025-07-02,0.884375175905268,1,0.1228738992470711,0.013369099946937708,1,31.36745952749493,7.242573564877379,22.06070894404779,7.127321489720643
10776,2025-07-02,0.4936556264076986,1,0.7059171174251643,0.25638462466858014,0,24.32630976703554,8.028722565228634,24.456054256357405,7.153063848427218
10778,2025-07-02,0.8208358996812191,1,0.1974320680936996,0.0320997748430382,1,25.19629246125855,7.147323242192041,18.14466173910091,7.029380716859706
10779,2025-07-02,0.4464862794731916,1,0.8063466082011314,0.3063774388114297,0,25.001292251954695,6.912476056195254,26.048645385167422,7.484606685768281
10780,2025-07-02,0.3627203123620373,0,0.4505466496977388,0.13156602500001388,1,21.562385277609337,7.306266616521058,24.339570684131502,7.3611551280276455
10781,2025-07-02,0.16774262252569902,0,0.18361353807329006,0.02813758741179915,1,26.14911635629675,6.980860615809483,33.44503278688567,6.964961552690477
11604,2025-07-02,0.2135088617567876,0,0.24017382387949707,0.04558603404867904,1,20.326060770142647,7.056189411680809,26.482490975768894,7.271375398404168
11605,2025-07-02,0.34536190471883904,0,0.4236727223340879,0.11927484523102445,1,32.83143102753753,7.271619071545398,35.85411184238944,6.720930442126196
11606,2025-07-02,0.4167101326390656,0,0.5390710166044668,0.17364733464406765,1,26.6090924686804,7.431324826647071,28.24098208047976,6.9126531968933325
11607,2025-07-02,0.7635988974665271,0,1.4422253296138916,0.5830832762120958,0,26.487118935345293,7.3256397091317496,20.73935801847432,7.5501505458219995
11608,2025-07-02,0.9021260673870564,1,0.10300100439842924,0.009579306685123032,1,31.724723930891667,7.199912193570543,21.716277209536816,7.087974133053603
11609,2025-07-02,0.573208295909091,1,0.5565061101581651,0.18215115868082207,1,25.232153014783748,7.9508734312854275,23.737615923733838,7.104412218561503
11611,2025-07-02,0.8496119848435466,1,0.16297552213968916,0.022616555102697656,1,25.627499852959854,7.099966096669428,17.727492296223613,6.985078519124698
11612,2025-07-02,0.5293574544224735,1,0.636091358073193,0.2215044057076941,1,25.745302443276852,6.863951114992151,25.175902325967655,7.41753074947964
11613,2025-07-02,0.3028177666802039,0,0.36070844856429907,0.0916985998171864,1,20.928573748295,7.2497817125535065,24.983838527543575,7.302643363544302
11614,2025-07-02,0.1410916531978852,0,0.1520930602433054,0.019906854602112306,1,25.7441695488313,6.936435720351663,33.84704627923227,6.92136685861548
10784,2025-07-11,0.8285669682830421,1,0.18805761462410195,0.02938928436366749,1,34.214572907232466,6.880411659080993,26.964819550330752,7.219491149293992
10785,2025-07-11,0.05526972240314493,0,0.056855812761015145,0.0030547422145207003,1,24.3968770158782,7.351268396048578,36.78066796204416,6.99871574449832
10786,2025-07-11,0.4907875908397829,0,0.674890042681811,0.24087245932231816,1,25.56133916896175,7.246849478871411,25.742304199997488,7.26830806284115
10787,2025-07-11,0.14851199763016912,0,0.16076986897298556,0.022055813440103357,1,20.973401717961735,7.075736885376461,28.86723165822024,6.863951713899067
10788,2025-07-11,0.14873366443776212,0,0.16103023161474453,0.022121702937084823,1,22.023751128931238,8.090783084450862,30.37529191491889,6.750557759406869
10789,2025-07-11,0.907580308249066,1,0.09697322282012405,0.00854139942333766,1,26.14040914801475,7.121740762576346,15.723019699784363,7.438795659762187
10790,2025-07-11,0.30342024327913913,0,0.3615729815918395,0.09206384403157197,1,15.313375692997944,8.021423110823754,19.69096062612325,7.924004634351012
11617,2025-07-11,0.8565957195051461,1,0.1547892108888292,0.020564787664246728,1,34.61732374048594,6.838751407787759,26.521531795463112,7.1689330446651045
11618,2025-07-11,0.047507281040095876,0,0.04867281614708113,0.0022569417518226533,1,24.123393108878012,7.31517706597022,37.02858655633005,6.969122661148544
11619,2025-07-11,0.4120502596158733,0,0.5311138102739514,0.16978541644950862,1,24.78871882145853,7.187182013958597,26.518107502463074,7.208309915819221
11620,2025-07-11,0.1246812560110789,0,0.13316718011347092,0.0155454156005002,1,20.571648037982982,7.029634736786107,29.244935955851943,6.82332333920235
11621,2025-07-11,0.12430827810884182,0,0.132741165631952,0.015452548006385161,1,21.52731435441887,8.024105840999942,30.720799892432055,6.7185396454495265
11622,2025-07-11,0.9217024476083763,1,0.08153283244912757,0.006130506710519062,1,26.455972312014364,7.085498949904755,15.378908715365505,7.3956467677598
11623,2025-07-11,0.25057730496109687,0,0.2884521088018153,0.06278898576156654,1,14.653778933188105,7.955970097826613,20.33560134752539,7.861372082447929
11909,2025-07-15,0.27057672416030265,1,1.3071995826127747,0.5320583153367152,0,26.044065799932895,7.501157479472648,30.739351291700746,6.619443103709893
11910,2025-07-15,0.4691104957172247,0,0.6332013692568446,0.22006465719206028,1,21.237194249753585,7.879050120060894,21.88951250602677,7.8613187971364145
11911,2025-07-15,0.43822443093712926,0,0.5766528521517187,0.19204065187017078,1,31.411161973061304,7.911145416651518,32.75333102167386,8.30235992573582
11912,2025-07-15,0.926645171784604,0,2.6124469522186966,0.8586712743917183,0,28.41412818276889,8.158686395650552,16.12890548176169,7.697205345103276
11917,2025-07-15,0.6394325579297195,1,0.4471741241505297,0.13000888028110505,1,29.771601118155466,7.444218205131498,26.80004887204545,8.077776749207473
