match_id,played_on,p_a,actual_a,log_loss,brier,correct,team_a_mu_avg,team_a_sigma_avg,team_b_mu_avg,team_b_sigma_avg
10771,2025-07-02,0.24896608555889474,0,0.2863044691948912,0.061984111758518895,1,21.245155339834156,7.955781496101885,27.01555150431693,8.019331055315872
10772,2025-07-02,0.4496556753930552,0,0.5972111518999783,0.2021902264131846,1,30.21670959260477,8.055629353096425,31.286883839425215,7.798297636934958
10773,2025-07-02,0.5255104224977512,0,0.7455156263952084,0.27616120415376494,0,26.678355164898385,8.082753148787162,26.134430782983912,7.8622647504231935
10774,2025-07-02,0.8215763950121973,0,1.7235947526350281,0.674987772841238,0,26.598933351314695,7.988841623431675,18.69962625836347,8.110855335032234
10775,2025-07-02,0.9035793079304539,1,0.10139139424051288,0.009296949859170223,1,30.48175297380604,8.009642035172599,19.39342027013312,7.966383130548525
10776,2025-07-02,0.45169894760310125,1,0.7947393661823816,0.3006340440595467,0,23.756476625969302,8.22807997914255,24.799797538845638,7.918863559293131
10778,2025-07-02,0.618467437707588,1,0.48051073573423275,0.1455670960894132,1,24.73008035079046,7.941957646840949,22.180763240393667,7.91156737905488
10779,2025-07-02,0.3931965263277064,1,0.9334457251130868,0.3682104556607619,0,25.127122601281528,7.877867641057037,27.42957965579818,8.058766408977172
10780,2025-07-02,0.4529878890359965,0,0.6032843361032403,0.2051980276132883,1,22.50054364319928,8.007170857560922,23.508568660152548,8.010991658208718
10781,2025-07-02,0.14045687430269538,0,0.15135428008661211,0.01972813353888317,1,24.566926589420014,7.898676518013879,33.656577866374384,7.896753179493759
11604,2025-07-02,0.22972385648458712,0,0.26100620048394263,0.05277305023815118,1,20.99235235277191,7.9297632085303675,27.272355536528664,7.992482521051738
11605,2025-07-02,0.41671179384273904,0,0.5390738645984606,0.17364871912763344,1,29.853887377747895,8.024486049678456,31.626900347165027,7.7709844936295545
11606,2025-07-02,0.4889233423222672,0,0.6712356850046438,0.23904603466757687,1,26.2779820461974,8.05156345415551,26.51325415055001,7.834376226293514
